doc,mat,cuat,tstamp,asistencia,cumple_horarios,buen_trato,calse_organizada,claridad,fomenta_participacion,panorama_amplio,acepta_critica,responde_mails,comentarios
Maioco,8302,1Q2018,1533847801557,5,5,5,5,5,5,5,5,5,
Payva,8302,1Q2018,1533847801559,4,4,4,4,4,4,4,4,4,
Piccone,8302,1Q2018,1533847801560,4,4,4,4,4,4,4,4,4,
Piva,8202,1Q2018,1533847882937,5,5,5,4,4,5,5,5,4,
Mesaros,8202,1Q2018,1533847882939,5,3,3,3,4,3,3,3,3,
Gonzalez Zerbo,8202,1Q2018,1533847882940,3,3,3,3,3,3,3,3,3,
Piva,8202,2Q2017,1533847936196,5,5,5,4,4,5,5,5,4,
Carbonetto,8202,2Q2017,1533847936197,5,5,5,5,5,5,5,5,5,
Alvarez,8202,2Q2017,1533847936199,5,5,5,5,5,5,5,5,5,
Boggi,6103,1Q2017,1533848136949,4,4,4,3,3,3,3,4,1,
Palacios,6103,1Q2017,1533848136953,5,5,3,4,5,3,3,3,4,
Piva,8202,1Q2018,1533848153233,4,3,5,5,5,5,5,5,5,RXhjZWxlbnRlLiBMYXMgY2xhc2VzIGxhcyBoYWNlIE1VWSBlbnRyZXRlbmlkYXM=
Mesaros,8202,1Q2018,1533848153235,5,5,5,5,5,5,5,5,5,RXhjZWxlbnRl
Garcia Galiñanes,6106,2Q2017,1533848238817,5,5,5,4,4,3,4,4,1,
Villaverde,6106,2Q2017,1533848238819,5,5,4,4,3,3,3,3,1,
Cosatto Ammann,6106,2Q2017,1533848238820,5,5,4,3,4,4,3,4,3,
Mancilla Aguilar,6106,1Q2018,1533848452800,5,5,5,5,5,5,5,5,1,
Cosatto Ammann,6106,1Q2018,1533848452802,5,5,4,3,4,5,3,4,3,
Villaverde,6106,1Q2018,1533848452805,5,5,5,4,4,3,4,4,3,
Alvarez,8102,2Q2017,1533848496982,5,5,5,5,5,5,5,5,5,
Chorny,8102,2Q2017,1533848496994,5,5,5,5,5,5,5,5,5,
Klinger,8102,2Q2017,1533848497003,5,5,5,5,5,5,5,5,5,
Sauque,8713,2Q2017,1533848616999,5,5,5,5,3,4,5,4,5,QXByZWJkZXMgYSBxdWVyZXJsbw==
Perez,8713,2Q2017,1533848617007,5,4,1,2,1,1,2,1,5,VW4gZm9ycm8gY29ycmlnaWVuZG8gcXVlIG5vIHNhYmUgZXhwbGljYXI=
Unger,6103,1Q2016,1533848656664,5,5,5,5,4,4,5,4,1,TnVuY2EgdHV2ZSBsYSBuZWNlc2lkYWQgZGUgZW52aWFybGUgdW4gbWFpbA==
Scaramal,6103,1Q2016,1533848656683,5,3,4,3,4,4,3,4,3,
Guarna,7540,1Q2018,1533848668095,3,3,5,3,5,5,1,5,3,
Bianchi,7540,1Q2018,1533848668100,2,3,3,3,2,1,1,1,5,
Gonzalez Busquin,7540,1Q2018,1533848668105,2,3,5,5,4,5,5,5,3,
Juarez,7540,1Q2018,1533848668109,4,4,5,5,5,5,1,5,5,
Rey Vega,8605,1Q2018,1533848706841,5,4,5,5,5,4,5,5,4,
Casaglia,8605,1Q2018,1533848706859,5,5,3,4,4,3,5,3,5,
Caldentey,8605,1Q2018,1533848706868,5,5,5,4,4,3,4,5,5,
Ferrini,6201,1Q2017,1533848795422,5,3,1,2,3,4,2,2,3,
Piñera,6201,1Q2017,1533848795424,3,3,4,2,1,2,2,2,1,
Rivas,6201,1Q2017,1533848795427,3,4,5,3,4,4,4,5,5,
Ubal Dahl,6201,1Q2017,1533848795433,5,4,5,5,4,4,4,4,5,
Arriazu,9501,2Q2017,1533849056161,5,5,5,5,5,5,5,5,5,
Loyola Hidalgo,9501,2Q2017,1533849056172,5,5,5,2,2,4,5,5,5,
Tarela,7512,1Q2018,1533849050492,4,4,5,4,4,4,5,5,3,
Poltarak,7512,1Q2018,1533849050496,4,4,5,4,4,4,5,4,3,
Ezcurra,7512,1Q2018,1533849050499,4,4,5,4,4,4,5,4,3,
Balzarotti,7512,1Q2018,1533849050503,4,4,5,4,4,4,5,4,3,
Kuhn,7514,1Q2018,1533849123989,4,4,5,5,5,5,5,5,5,
Corsi,7514,1Q2018,1533849123995,4,4,5,5,5,5,5,5,4,
Bergman,7514,1Q2018,1533849124000,4,4,5,5,4,5,5,5,4,
Vazquez,8301,1Q2018,1533849136626,3,2,3,2,1,3,3,3,2,
Maury,8301,1Q2018,1533849136637,4,1,3,3,2,3,2,3,2,
Irianni,8301,1Q2018,1533849136644,5,5,4,5,5,5,5,5,3,
Grynberg,8104,1Q2018,1533849175773,5,5,5,5,5,5,5,5,4,
Ferrari,8104,1Q2018,1533849175776,5,5,5,5,5,5,5,5,5,
Bouza,8104,1Q2018,1533849175778,5,5,5,5,5,5,5,5,5,
Sande,8711,1Q2018,1533849221023,2,2,2,2,2,2,2,2,2,
Raiden,8711,1Q2018,1533849221024,5,5,5,5,5,4,5,5,4,
Porcellana,8711,1Q2018,1533849221025,3,4,1,3,3,4,3,2,2,
Maulhardt,6103,1Q2018,1533849240282,5,5,4,5,5,4,5,5,5,TGFzIGNsYXNlcyBzb24gbXV5IGVudHJldGVuaWRhcyB5IHNpZW1wcmUgdmEgZGlyZWN0byBhbCBncmFuby4gQWRlbcOhcywgTWFydGluIE1hdWxoYXJkdCB0aWVuZSB1bmEgcMOhZ2luYSB3ZWIgZG9uZGUgc3ViZSBlamVyY2ljaW9zIHJlc3VlbHRvcyBwYXNvIGEgcGFzbyBjb24gZ3LDoWZpY29zIHkgbXV5IGJpZW4gZXhwbGljYWRvcy4gVW4gcHJvZmVzb3IgcXVlIG5vIHNvbG8gZGEgbGEgbWF0ZXJpYSwgc2UgcHJlb2N1cGEgcG9yIHF1ZSBzdXMgYWx1bW5vcyBhcHJlbmRhbiEhIFVuIHByb2Zlc29yIGV4Y2VsZW50ZSEhIExvIHJlY29taWVuZG8gYmFzdGFudGUu
Prelat,6108,2Q2017,1533849278280,5,4,3,5,4,2,4,3,1,
Roberts,6108,2Q2017,1533849278283,5,4,5,4,4,5,3,5,4,
Muszkats,6108,2Q2017,1533849278285,5,5,5,3,4,5,4,5,3,
Rodríguez,6108,2Q2017,1533849278288,5,4,3,4,4,3,3,4,5,
Lasanta,8103,1Q2017,1533849332667,3,3,3,2,1,2,3,3,2,
Alvarez Ponte,8103,1Q2017,1533849332675,3,3,3,2,1,3,3,2,2,
Gutierrez,8103,1Q2017,1533849332682,4,3,4,5,4,4,4,3,2,
Cosatto Ammann,8103,1Q2017,1533849332689,3,3,3,5,5,3,3,3,3,
Jimenez Rey,7501,2Q2017,1533849333520,5,5,4,5,4,5,4,4,4,
Jacobo,6313,2Q2017,1533849450927,5,4,4,3,4,2,3,3,1,
Aphesteguy,6313,2Q2017,1533849450929,2,1,2,2,2,2,3,1,1,
Testa Fernandez,6313,2Q2017,1533849450931,4,4,2,2,3,1,2,2,1,
Romero,6313,2Q2017,1533849450933,4,4,4,3,3,3,3,4,2,
Giribet,8651,1Q2018,1533849917962,5,4,5,5,5,4,5,4,3,
Perez,6204,1Q2018,1533849958183,4,3,3,2,3,2,4,4,4,U2UgcGllcmRlIGVuIGxhcyBjbGFzZXMgeSBzZSBjb25mdW5kZSBjb24gbG8gcXVlIGRhIGVuIG90cm9zIGN1cnNvcw==
Binda,6204,1Q2018,1533849958185,5,4,5,5,5,5,4,5,5,Q29udGVzdGEgdG9kYXMgbGFzIGR1ZGFzIHkgc2Ugbm90YSBxdWUgbGUgZ3VzdGEgZW5zZcOxYXI=
Masurski,6204,1Q2018,1533849958188,4,3,3,2,2,3,3,4,2,
Alvarez,6204,1Q2018,1533849958190,5,4,5,4,4,4,4,4,3,c2UgZnVlIGEgbWl0YWQgZGVsIHByaW1lciBjdWF0cmltZXN0cmUgZGUgMjAxOA==
Prelat,6110,1Q2018,1533849981795,5,5,5,5,5,4,5,4,1,
Prelat,6110,1Q2018,1533849981821,5,5,5,5,5,5,5,5,5,
Rosito,6110,1Q2018,1533849981839,5,5,5,3,3,3,5,5,1,
Acero,6103,1Q2017,1533850008838,5,5,2,5,5,1,5,3,2,
Cristi,6103,1Q2017,1533850008851,5,5,5,5,5,5,5,5,5,
Garea,6201,1Q2017,1533850118444,5,5,5,5,5,5,5,5,5,
Repetto,6201,1Q2017,1533850118451,5,5,5,5,5,5,5,5,5,
Reboredo,6201,1Q2017,1533850118456,3,3,3,3,3,3,3,3,3,
Ferrari,6201,1Q2017,1533850118463,1,1,1,1,1,1,1,1,1,
Vazquez ,6201,1Q2017,1533850118467,3,3,3,3,3,2,3,3,2,
Schiazzano,6712,1Q2018,1533850499710,5,5,3,1,1,3,3,3,4,
Facal,6712,1Q2018,1533850499718,5,4,4,4,3,4,3,5,1,
Gutierrez Gammino,6712,1Q2018,1533850499724,5,5,5,5,5,5,5,5,5,
Grynberg,6109,1Q2018,1533850494845,5,5,5,5,5,5,5,5,3,Tm8gcmVzcG9uZGUgZHVkYXMgcG9yIGNhbXB1cyBwZXJvIHByb3BvbmUgdW4gZXNwYWNpbyBkZSAxIGhvcmEgc2VtYW5hbCBwYXJhIHJlc3BvbmRlciBkdWRhcyBwZXJzb25hbG1lbnRl
Ferrari,6109,1Q2018,1533850494848,5,5,3,5,3,5,5,5,2,
Bouza,6109,1Q2018,1533850494851,5,5,5,5,5,5,5,5,2,Tm8gcmVzcG9uZGUgZHVkYXMgcG9yIGNhbXB1cyBwZXJvIHZhIDEgaG9yYSBhbnRlcyB0b2RvcyBsb3MgbWllcmNvbGVzIHBhcmEgcmVzcG9uZGVyIGR1ZGFz
Corsini,8201,2Q2017,1533850600613,4,5,5,5,4,5,3,5,2,Q29yc2luaSBlcyB1bmEgZ2VuaWEg
Repetto,8201,2Q2017,1533850600619,4,3,3,3,3,3,4,5,3,
Reboredo,8201,2Q2017,1533850600621,3,4,4,3,3,4,4,3,3,
Bellocq,8201,2Q2017,1533850600622,3,3,5,4,5,4,5,5,5,
Hernández,8201,2Q2017,1533850600626,5,3,5,3,3,4,3,5,5,
Pagnola,8202,1Q2018,1533850699058,5,5,4,1,2,1,1,4,1,
Roscardi,8202,1Q2018,1533850699071,3,3,2,1,4,5,5,1,1,
Chorny,6103,1Q2017,1533850768423,5,5,5,5,3,4,4,5,3,
Liberczuk,6103,1Q2017,1533850768429,2,3,5,3,4,5,3,5,2,
Sola,6103,1Q2017,1533850768432,5,3,5,2,4,5,3,5,2,
Perez,8109,1Q2018,1533850962166,5,5,5,4,3,4,4,3,1,
Garcia,8109,1Q2018,1533850962183,5,5,5,5,5,5,5,5,5,
Servetto,9501,2Q2017,1533850981767,5,5,5,2,1,1,1,5,1,Tm8gZGVtdWVzdHJhIGdhbmFzIGRlIGVuc2XDsWFy
Calvo,9501,2Q2017,1533850981771,3,5,3,3,3,3,3,3,3,
Naon,9501,2Q2017,1533850981773,1,1,1,1,1,1,1,1,1,
Costa,9501,1Q2018,1533851052897,4,4,5,5,5,5,5,5,5,
Lanzillotta,9501,1Q2018,1533851052899,5,5,5,5,5,5,5,5,5,
Caracciolo,8301,1Q2018,1533851210126,5,5,3,3,1,1,1,5,1,
Testa Fernandez,8301,1Q2018,1533851210129,2,2,3,3,1,4,2,4,1,
Gobbi Miñones,8301,1Q2018,1533851210131,5,3,2,3,2,3,3,5,1,
Lavalle,8301,1Q2018,1533851210133,5,4,5,3,4,4,3,5,1,
Caracciolo,8301,2Q2017,1533851277127,5,5,1,1,1,1,1,1,1,
Gobbi Miñones,8301,2Q2017,1533851277130,5,5,3,1,1,1,1,1,1,
Lavalle,8301,2Q2017,1533851277132,4,5,5,5,1,1,1,1,1,
Vargas,6108,1Q2017,1533851354576,3,4,4,5,5,4,5,5,3,
Palacios,6108,1Q2017,1533851354586,5,5,5,5,5,5,5,4,3,
Danko,6108,1Q2017,1533851354595,3,4,3,3,2,2,1,2,3,
Essaya,7540,1Q2017,1533851357220,5,5,5,5,5,5,5,5,5,
Unger,8101,1Q2018,1533851364719,5,5,5,5,5,5,5,5,5,
Rosito,8101,1Q2018,1533851364725,5,5,5,3,3,3,3,3,3,
Palacios,8101,1Q2018,1533851364730,5,5,5,5,5,4,4,3,4,
Rickert,9203,2Q2017,1533851416029,5,5,5,5,5,5,5,5,5,
Fernandez,9203,2Q2017,1533851416032,5,5,5,5,5,5,5,5,5,
Boggi,8102,1Q2018,1533851515788,5,5,5,5,3,5,5,5,1,
Oliva,8102,1Q2018,1533851515790,5,5,4,5,3,2,2,2,2,
Guida,9110,1Q2018,1533851675688,5,5,4,4,3,3,4,3,4,
Diehl,9110,1Q2018,1533851675691,5,5,5,5,4,4,5,5,5,
Maulhardt,6103,1Q2017,1533851974560,5,5,5,5,4,4,5,3,5,
Comas,6103,1Q2017,1533851974564,5,5,4,3,3,2,3,5,5,
Porta,6103,1Q2017,1533851974566,5,5,4,3,3,3,4,4,3,
Seminara,8101,1Q2018,1533852385297,4,5,5,5,5,5,5,5,5,RXMgdW5hIGdlbmlhISE=
Chorny,8101,1Q2018,1533852385297,5,5,5,5,5,5,5,5,1,RXMgdW4gZ2VuaW8h
Galvan,8101,1Q2018,1533852385298,4,4,2,3,2,2,2,2,1,
Kornitz,8403,2Q2017,1533852434462,5,5,5,3,4,4,4,4,2,
Alonso,8403,2Q2017,1533852434468,5,5,5,5,5,5,5,5,5,
Sosti,8403,2Q2017,1533852434473,5,5,5,5,5,5,5,5,5,
Bertero,8403,2Q2017,1533852434478,5,4,5,5,5,4,4,4,5,
Gigola,6103,1Q2018,1533852421386,4,5,5,4,2,1,1,3,1,
De Rossi,6103,1Q2018,1533852421390,4,5,5,5,5,2,4,5,1,
Gigola,6103,1Q2018,1533852413079,4,5,5,4,2,1,1,3,1,
De Rossi,6103,1Q2018,1533852413091,4,5,5,5,5,2,4,5,1,
Veiga,8604,1Q2018,1533852885060,5,3,3,1,1,1,4,1,3,VG9tYSBjb3NhcyByYXJhcyBlbiBlbCBwYXJjaWFsIHF1ZSBuaSBsb3Mgb3Ryb3MgcHJvZmVzb3JlcyBzYWJlbiA=
Cea Sastre,8604,1Q2018,1533852885082,5,3,5,3,4,2,4,4,3,VGFyZGEgbXVjaG8gZW4gcmVzcG9uZGVyIGxvcyBtYWlscw==
Lupi,8604,1Q2018,1533852885088,5,5,5,5,5,4,5,3,3,
Polinotto,8604,1Q2018,1533852885094,4,4,4,3,4,4,4,2,1,
Strobino,9501,1Q2018,1533852950459,5,3,4,2,2,3,3,3,3,
Valverde,9501,1Q2018,1533852950461,2,4,4,2,1,1,1,2,3,
Hid,9501,1Q2018,1533852950464,5,1,2,1,1,2,1,1,1,
Maulhardt,8101,1Q2017,1533852978768,5,5,5,5,5,5,5,5,5,
Comas,8101,1Q2017,1533852978786,4,4,4,3,3,3,3,3,3,
Porta,8101,1Q2017,1533852978794,4,4,3,3,3,3,3,3,2,
Kuhn,9511,1Q2018,1533852985000,5,5,5,4,4,5,5,5,4,
Moreno,9511,1Q2018,1533852985009,5,5,5,5,4,4,5,5,5,
Jacobo,6313,1Q2018,1533853070762,5,5,4,2,3,3,3,3,2,
Herme,6313,1Q2018,1533853070766,5,5,5,5,5,5,5,3,5,
Aphesteguy,6313,1Q2018,1533853070770,5,5,2,2,2,1,1,2,2,
Acero,6103,1Q2015,1533853189644,5,5,5,5,5,5,5,5,1,
Lopez,6103,1Q2015,1533853189659,5,5,5,5,5,5,5,5,1,
Sarris,6103,1Q2015,1533853189672,5,5,2,2,2,2,2,2,1,
Garcia,6103,1Q2015,1533853189683,3,3,3,3,3,3,3,3,3,
Maulhardt,6103,2Q2017,1533853302905,5,5,5,5,5,5,5,5,5,
Boggi,6108,2Q2017,1533853394883,3,4,5,4,4,3,3,4,3,
Garcia Serrano,6108,2Q2017,1533853394887,4,2,4,3,2,3,3,3,2,
Alvarez Hamelin,8602,1Q2017,1533853563382,4,5,5,5,4,3,4,4,3,
Veiras,8602,1Q2017,1533853563388,5,5,5,5,5,4,5,5,5,
Carducci,8602,1Q2017,1533853563396,5,5,5,4,3,4,4,4,4,
Socolovsky,8201,2Q2014,1533853825446,5,5,5,5,5,3,4,4,4,
Sola,8201,2Q2014,1533853825449,4,5,4,4,3,3,3,4,2,
Rossi,8201,2Q2014,1533853825453,5,5,5,5,5,5,5,5,5,
Quinteros,8201,2Q2014,1533853825467,5,5,5,4,4,4,3,4,3,
Boggi,8101,2Q2014,1533854045042,5,5,5,5,4,4,4,4,3,
Unger,8101,2Q2014,1533854045046,5,5,5,5,5,4,5,5,3,
Palacios,8101,2Q2014,1533854045059,5,5,3,4,4,3,3,3,3,
Zitto,8101,2Q2017,1533854111658,4,3,4,4,5,4,3,3,2,
Rosito,8101,2Q2017,1533854111661,3,3,4,2,1,1,2,3,2,
Durante,8101,2Q2017,1533854111663,4,3,4,1,2,2,2,3,1,
Pagnola,8202,1Q2018,1533854221634,3,3,4,2,1,1,1,3,3,
Roscardi,8202,1Q2018,1533854221636,3,3,2,2,5,5,3,4,2,
Rosales Escalera,8202,1Q2018,1533854221638,4,4,4,3,4,3,2,3,3,
Mazza,8713,2Q2014,1533854226307,1,1,1,1,1,1,1,1,1,
Ferrario,8713,2Q2014,1533854226309,5,3,3,3,2,2,2,2,1,
Volantino,8713,2Q2014,1533854226310,3,5,5,5,5,5,5,5,3,
Perez,8713,2Q2014,1533854226313,4,5,2,3,2,2,3,2,1,
Merlo,8713,2Q2014,1533854296795,5,5,5,5,4,4,4,4,3,
Boggi,8101,2Q2016,1533854334234,3,4,4,4,4,3,4,4,3,
Unger,8101,2Q2016,1533854334238,4,4,5,5,5,5,5,5,5,
Porta,8301,2Q2017,1533854338593,4,4,5,5,5,3,4,3,3,
Irianni,8301,2Q2017,1533854338596,4,4,4,5,5,5,3,4,4,
Boudin,8301,2Q2017,1533854338597,5,5,5,5,5,5,5,4,4,
Zitto,8101,2Q2017,1533854477374,4,5,5,5,5,5,5,5,3,
Rosito,8101,2Q2017,1533854477382,5,1,3,2,1,3,3,4,3,
Durante,8101,2Q2017,1533854477388,5,1,3,3,2,3,3,2,3,
Toscano,8402,1Q2018,1533854480170,5,5,5,4,4,2,4,4,3,
Szaingurten,8402,1Q2018,1533854480172,4,4,1,2,5,2,4,1,1,
Baez,8402,1Q2018,1533854480173,5,4,4,3,1,2,3,4,3,
Matteo,8201,2Q2016,1533854481164,4,5,3,2,2,2,2,2,2,
Rossi,8201,2Q2016,1533854481165,4,4,4,4,4,4,4,4,5,
Sola,8201,2Q2016,1533854481168,4,4,4,4,4,4,4,4,4,
Camuyrano,8201,2Q2016,1533854481170,4,4,4,3,3,4,3,4,4,
Ulloa,6606,1Q2018,1533854391272,5,5,4,4,4,5,4,5,4,VW4gZ2VuaW8sIHPDunBlciBhbWVubyB5IGFiaWVydG8gYSBjb25zdWx0YXMuIExhIG9uZGEgcXVlIGxlIHBvbmUgeSBsYSBjZXJjYW7DrWEgY29uIGVsIGFsdW1ubyBzb24gcHVudG9zIGNsYXZlcw==
Matteo,6206,1Q2018,1533854567633,5,5,5,4,4,2,3,5,4,VGXDs3JpY2FzIGJ1ZW5hcywgc2luIHNvYnJlc2FsaXIsIG11Y2hhcyB2ZWNlcyBzZSBjb25mdW5kZSB5IHNlIGhhY2UgbMOtbyBlbGxhIHNvbGEgZGVtb3N0cmFuZG8gYWxndW5hcyBjb3NhcywgYSBsbyBtZWpvciBkZWJlcsOtYSBwcmVwYXJhciBtw6FzIGxhcyBjbGFzZXMsIGlndWFsIGVzdGUgZnVlIHN1IHByaW1lciBjdWF0cmkgKDFDIDIwMTgpIGRhbmRvIGxhIG1hdGVyaWEu
Angelopulo,6206,1Q2018,1533854567633,5,4,4,1,1,1,2,2,2,TG9zIGVqZXJjaWNpb3MgcXVlIHJlc3VlbHZlIGVuIGVsIHBpemFycsOzbiBubyBzZSBsZSBlbnRpZW5kZSBuYWRhLCBlcyBsbyDDum5pY28gdmVyZGFkZXJhbWVudGUgbWFsbyBkZWwgY3Vyc28uIEV2w610ZW5sbyBwYXJhIGxhcyBkdWRhcywgdGUgZGVqYSBtw6FzIGNvbmZ1bmRpZG8u
Di Benedetto,6206,1Q2018,1533854567635,4,4,4,3,4,4,4,3,3,
Petrovich,6206,1Q2018,1533854567636,5,5,5,5,5,5,5,5,3,RXMgdW4gY2Fwbywgc2llbXByZSBlc3TDoSBhIGRpc3Bvc2ljacOzbiBwYXJhIHJlc3BvbmRlciBkdWRhcyB5IGhhY2UgdG9kbyBsbyBwb3NpYmxlIHBhcmEgcXVlIHRlIHZheWFzIGRlIGxhIGNsYXNlIGhhYmllbmRvIGVudGVuZGlkbyB0b2RvLg==
Alvarez,6206,1Q2018,1533854567637,5,5,5,5,5,5,5,5,5,
Caracciolo,8301,2Q2016,1533854599294,4,4,2,2,1,2,3,2,3,
Lavalle,8301,2Q2016,1533854599296,3,4,4,4,3,2,2,3,2,
Corsini,8201,2Q2017,1533854676316,5,5,3,4,4,3,4,5,5,
Repetto,8201,2Q2017,1533854676322,5,5,4,3,3,4,4,3,4,
Reboredo,8201,2Q2017,1533854676327,5,4,5,3,3,4,4,4,5,
Bellocq,8201,2Q2017,1533854676334,5,5,3,1,1,1,1,1,1,
Lopez,8102,1Q2017,1533854705398,5,4,4,4,4,4,4,4,3,
Alvarez Ponte,8102,1Q2017,1533854705399,4,4,4,2,2,2,2,4,2,
Rozenwasser,8102,1Q2017,1533854705402,4,4,4,3,3,3,3,3,3,
Vargas,8102,1Q2018,1533854787086,4,5,5,5,5,5,5,5,5,
Palacios,8102,1Q2018,1533854787093,4,5,5,5,4,4,5,5,3,
Pampillo,8202,1Q2018,1533854625862,5,5,5,5,5,5,4,4,4,
Bilovol,8202,1Q2018,1533854625864,4,4,4,4,4,5,3,5,3,
Roht,8202,1Q2018,1533854625867,3,5,5,5,4,5,5,5,5,
Michalewicz,8202,1Q2018,1533854625867,5,5,5,5,5,5,4,4,5,
Corsini,8201,1Q2017,1533854806796,5,5,4,5,5,5,5,5,5,
Ciocci Brazzano,8201,1Q2017,1533854806798,5,5,5,5,5,5,5,5,5,
Duplaa,8201,1Q2017,1533854806801,4,4,3,2,2,2,2,2,2,
Merlo,8710,1Q2018,1533854908989,5,2,4,2,2,2,3,4,3,
Cornejo,8201,1Q2018,1533854895975,5,5,2,3,2,1,2,1,4,bXV5IGFidXJyaWRvIHN1cGVyIHRlb3JpY28sIHBhcmNpYWxlcyBmYWNpbGVzIHBlcm8gbm8gbGxlZ2FzIGJpZW4gcGFyYSBlbCBmaW5hbA==
Sola,8201,1Q2018,1533854895977,4,4,4,2,2,3,3,2,2,
Papa,8201,1Q2018,1533854895979,4,4,4,4,4,1,2,2,2,
Gonzalez,8201,1Q2018,1533854895981,3,3,3,3,3,1,1,3,3,
Prelat,8102,2Q2014,1533854927017,5,5,3,4,4,2,3,3,1,
Puebla,8102,2Q2014,1533854927019,5,5,5,1,1,5,2,4,1,
Chorny,8102,2Q2014,1533854927022,5,5,3,1,1,1,1,2,1,
Comas,8101,1Q2018,1533855030985,5,5,5,5,5,5,5,5,5,bG8gbWVqb3IsIG11eSBjbGFybyBhbCBleHBsaWNhciBsYSB0ZW9yaWNhLCBubyBoYWNlIG11Y2hvIGVtYnJvbGxvIGVuIGxhcyBkZW1vc3RyYWNpb25lcyB5IHJlc3BvbmRlIGR1ZGFzIG11eSBiaWVu
Alvarez,8101,1Q2018,1533855030987,4,4,4,4,4,4,4,4,3,
Fariña,8101,1Q2018,1533855030989,5,5,5,5,5,5,5,5,5,
Sirne,8101,1Q2015,1533855064276,5,5,5,5,5,5,5,5,1,
Acero,8101,1Q2018,1533855072225,5,4,1,5,5,1,4,1,1,
Pinchete,9203,1Q2018,1533855112406,5,3,3,1,1,5,1,4,1,bXV1dXV1dXkgYWJ1cnJpZG8=
Solana,9203,1Q2018,1533855112409,4,4,4,4,4,2,2,4,4,
Losino,9203,1Q2018,1533855112411,1,1,1,1,1,1,1,1,1,
Strobino,7501,2Q2017,1533855115773,3,1,2,2,3,3,2,2,1,TGxlZ2Egc2llbXByZSB0YXJkZSAoZW50cmUgMTUgbWluIHkgMSBob3JhKSwgcGFyYSBlbCAyZG8gcGFyY2lhbCBsbGVnw7MgMSBob3JhIHkgbWVkaWEgdGFyZGUgeSBubyBsbyB0b23DsyBlbCBoZHAuIA==
Valverde,7501,2Q2017,1533855115774,5,5,5,4,4,4,4,4,4,
Hid,7501,2Q2017,1533855115775,2,4,2,1,1,1,1,1,4,U2kgbG8gdmVzIGFnYXJyYXIgdW5hIHRpemEsIGFuZGF0ZS4uLiBFcyB1biBpbXByZXNlbnRhYmxlLCBubyBzYWJlIG5hZGEgeSB0YXJkYSBib2NoYSBlbiBjb3JyZWdpcnRlIGxvcyB0cHM=
Vargas,8102,1Q2015,1533855132761,5,5,5,5,5,4,5,5,1,
Sirne,8101,1Q2018,1533855132133,5,5,5,5,5,5,5,4,1,
Hernandez,8101,1Q2018,1533855132145,5,4,5,3,3,5,3,3,3,
Juarez,8101,1Q2018,1533855132154,5,5,5,5,5,5,5,5,5,
Ferrini,8201,1Q2018,1533855228690,4,5,3,5,4,5,5,5,5,
Piñera,8201,1Q2018,1533855228705,5,5,5,2,3,5,3,3,5,
A Designar,8201,1Q2018,1533855228717,5,5,5,5,5,5,5,5,5,
Bello,8104,1Q2018,1533855279039,5,5,5,5,5,5,5,4,5,RXhjZWxlbnRlIGRvY2VudGU=
Ferrari,8104,1Q2018,1533855279042,4,5,5,4,5,5,5,5,5,
Bertalot,8104,1Q2018,1533855279048,5,5,5,3,4,5,4,5,4,
Barral,8104,1Q2018,1533855279050,5,5,4,3,2,3,4,4,4,
Guarna,9514,1Q2018,1533855243932,1,4,4,3,4,4,4,4,4,
Bianchi,9514,1Q2018,1533855243940,3,4,2,4,3,2,3,2,2,
Juarez,9514,1Q2018,1533855243947,5,5,5,4,4,5,3,4,4,
Gonzalez Busquin,9514,1Q2018,1533855243956,4,5,5,5,5,4,5,5,3,
Boggi,8102,1Q2018,1533855301652,2,2,5,5,5,5,5,5,5,
Tilli,8102,1Q2018,1533855301668,3,3,3,3,3,3,3,3,1,
Oliva,8102,1Q2018,1533855301678,1,1,1,1,1,1,1,1,1,
Abraham,8201,1Q2018,1533855310905,5,4,4,4,4,3,4,4,1,
Miralles,8201,1Q2018,1533855310911,3,1,4,2,2,2,3,2,1,
Rembado,8201,1Q2018,1533855310917,2,1,3,1,1,1,1,2,1,
Barber,8201,1Q2018,1533855310922,3,2,1,2,3,1,3,2,4,
Puceiro,8201,1Q2018,1533855310927,2,1,4,1,1,1,1,3,1,
Comas,8109,2Q2015,1533855349384,5,5,5,4,3,3,4,3,3,
Peña,8109,2Q2015,1533855349387,5,5,3,2,3,3,3,3,1,
Zitto,8101,1Q2018,1533855528469,3,4,5,3,4,3,2,5,3,
Bergamini,8101,1Q2018,1533855528473,4,5,5,5,5,5,4,5,3,
